movieId,movie_title,genres,release_year,avg_rating,num_rating,imdbId,tmdbId
3261,Singles,Comedy|Drama|Romance,1992,3.18,11,105415,11068.0
3262,Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,1992,3.41,11,105665,1923.0
3263,White Men Can't Jump,Comedy|Drama,1992,3.05,22,105812,10158.0
3264,Buffy the Vampire Slayer,Action|Comedy|Horror,1992,2.42,26,103893,10206.0
3265,Hard-Boiled,Action|Crime|Drama|Thriller,1992,4.0,9,104684,11782.0
3266,Man Bites Dog,Comedy|Crime|Drama|Thriller,1992,4.5,6,103905,10086.0
3267,"Mariachi, El",Action|Crime|Thriller|Western,1992,3.56,18,104815,9367.0
3268,Stop! Or My Mom Will Shoot,Action|Comedy,1992,1.77,11,105477,9876.0
3269,Forever Young,Drama|Romance|Sci-Fi,1992,2.85,27,104291,10326.0
3270,"Cutting Edge, The",Comedy|Drama|Romance,1992,2.79,12,104040,16562.0
3271,Of Mice and Men,Drama,1992,3.68,17,105046,9609.0
3272,Bad Lieutenant,Crime|Drama,1992,3.44,8,103759,12143.0
3273,Scream 3,Comedy|Horror|Mystery|Thriller,2000,2.67,29,134084,4234.0
3274,Single White Female,Drama|Thriller,1992,3.38,12,105414,9605.0
3275,"Boondock Saints, The",Action|Crime|Drama|Thriller,2000,4.22,43,144117,8374.0
3276,Gun Shy,Comedy,2000,1.0,1,171356,29076.0
3280,"Baby, The",Horror,1973,1.5,1,69754,28156.0
3281,"Brandon Teena Story, The",Documentary,1998,2.0,1,144801,113096.0
3283,Minnie and Moskowitz,Action,1971,3.25,2,67433,24349.0
3284,They Might Be Giants,Comedy|Mystery|Romance,1971,3.0,1,67848,27841.0
3285,"Beach, The",Adventure|Drama,2000,3.06,32,163978,1907.0
3286,Snow Day,Comedy,2000,2.3,5,184907,15489.0
3287,"Tigger Movie, The",Animation|Children,2000,3.17,3,220099,15655.0
3289,Not One Less,Drama,1999,4.5,1,209189,36210.0
3294,Eaten Alive,Horror,1977,1.5,1,74455,30062.0
3295,Raining Stones,Drama,1993,4.0,1,107920,62463.0
3296,To Sir with Love,Drama,1967,4.07,7,62376,25934.0
3298,Boiler Room,Crime|Drama|Thriller,2000,3.71,21,181984,14181.0
3299,Hanging Up,Comedy|Drama,2000,2.67,3,162983,10385.0
3300,Pitch Black,Horror|Sci-Fi|Thriller,2000,3.56,39,134847,2787.0
3301,"Whole Nine Yards, The",Comedy|Crime,2000,3.52,42,190138,2069.0
3302,Beautiful People,Comedy,1999,4.75,2,159272,61416.0
3303,Black Tar Heroin: The Dark End of the Street,Documentary,2000,5.0,1,221023,79515.0
3306,"Circus, The",Comedy,1928,4.12,4,18773,28978.0
3307,City Lights,Comedy|Drama|Romance,1931,3.85,13,21749,901.0
3308,"Flamingo Kid, The",Comedy|Drama,1984,2.86,7,87265,25010.0
3310,"Kid, The",Comedy|Drama,1921,4.1,5,12349,10098.0
3313,Class Reunion,Comedy,1982,1.5,2,84395,33374.0
3315,Happy Go Lovely,Musical,1951,4.5,1,43618,127602.0
3316,Reindeer Games,Action|Thriller,2000,2.46,13,184858,2155.0
3317,Wonder Boys,Comedy|Drama,2000,3.66,22,185014,11004.0
3323,Chain of Fools,Comedy|Crime,2000,4.0,1,194368,20682.0
3324,Drowning Mona,Comedy,2000,1.33,3,186045,25166.0
3325,"Next Best Thing, The",Comedy|Drama,2000,2.17,3,156841,1831.0
3326,What Planet Are You From?,Comedy|Sci-Fi,2000,3.17,3,181151,10416.0
3327,Beyond the Mat,Documentary,1999,3.7,5,218043,14271.0
3328,Ghost Dog: The Way of the Samurai,Crime|Drama,1999,4.05,19,165798,4816.0
3329,The Year My Voice Broke,Drama|Romance,1987,4.0,1,94347,19958.0
3330,Splendor in the Grass,Drama|Romance,1961,4.25,2,55471,28569.0
3331,My Tutor,Drama,1983,2.0,1,85980,2193.0
3334,Key Largo,Crime|Drama|Film-Noir|Thriller,1948,4.2,10,40506,11016.0
3338,For All Mankind,Documentary,1989,Not rated yet,0,97372,20423.0
3341,Born Yesterday,Comedy,1950,4.29,7,42276,24481.0
3342,Birdy,Drama|War,1984,3.5,5,86969,11296.0
3344,Blood Feast,Horror,1963,4.0,1,56875,28172.0
3345,"Charlie, the Lonesome Cougar",Adventure|Children,1967,3.0,1,62793,57855.0
3347,Never Cry Wolf,Adventure|Drama,1983,4.17,9,86005,14280.0
3350,"Raisin in the Sun, A",Drama,1961,3.83,3,55353,29478.0
3353,"Closer You Get, The",Comedy|Romance,2000,4.5,1,218112,73642.0
3354,Mission to Mars,Sci-Fi,2000,2.69,21,183523,2067.0
3355,"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller,1999,3.2,15,142688,622.0
3357,East-West,Drama|Romance,1999,4.0,1,181530,28463.0
3358,Defending Your Life,Comedy|Drama|Fantasy|Romance,1991,3.85,10,101698,12186.0
3359,Breaking Away,Comedy|Drama,1979,4.09,11,78902,20283.0
3360,Hoosiers,Drama|Romance,1986,3.7,22,91217,5693.0
3361,Bull Durham,Comedy|Drama|Romance,1988,3.67,35,94812,287.0
3362,Dog Day Afternoon,Crime|Drama,1975,3.93,38,72890,968.0
3363,American Graffiti,Comedy|Drama,1973,3.85,43,69704,838.0
3364,"Asphalt Jungle, The",Crime|Film-Noir,1950,3.67,3,42208,16958.0
3365,"Searchers, The",Drama|Western,1956,4.07,7,49730,3114.0
3368,"Big Country, The",Romance|Western,1958,3.25,2,51411,12501.0
3370,Betrayed,Drama|Thriller,1988,2.5,2,94731,31618.0
3372,"Bridge at Remagen, The",Action|War,1969,4.0,2,64110,15873.0
3374,Daughters of the Dust,Drama,1991,4.0,1,104057,68427.0
3378,"Ogre, The",Drama,1996,4.0,1,118043,48213.0
3379,On the Beach,Drama,1959,4.5,1,53137,35412.0
3384,"Taking of Pelham One Two Three, The",Action|Crime,1974,4.5,4,72251,8333.0
3385,Volunteers,Comedy,1985,2.81,8,90274,19259.0
3386,JFK,Drama|Mystery|Thriller,1991,3.5,31,102138,820.0
3387,Who's Harry Crumb?,Comedy|Mystery,1989,2.86,7,98645,11718.0
3388,Harry and the Hendersons,Children|Comedy,1987,2.55,11,93148,8989.0
3389,Let's Get Harry,Action|Adventure,1986,2.0,1,91400,32031.0
3390,Shanghai Surprise,Adventure|Crime|Drama|Romance,1986,2.0,1,91934,58048.0
3391,Who's That Girl?,Comedy,1987,2.5,2,94321,26827.0
3392,She-Devil,Comedy,1989,2.33,6,98309,11157.0
3393,Date with an Angel,Comedy|Fantasy|Romance,1987,1.33,3,92834,28370.0
3394,Blind Date,Comedy|Romance,1987,2.36,7,92666,918.0
3395,Nadine,Comedy,1987,3.0,3,93596,61178.0
3396,"Muppet Movie, The",Adventure|Children|Comedy|Musical,1979,3.59,33,79588,11176.0
3397,"Great Muppet Caper, The",Children|Comedy,1981,3.45,11,82474,14900.0
3398,"Muppets Take Manhattan, The",Children|Comedy|Musical,1984,3.33,15,87755,11899.0
3400,We're Back! A Dinosaur's Story,Adventure|Animation|Children|Fantasy,1993,3.0,1,108526,18890.0
3401,Baby... Secret of the Lost Legend,Adventure|Sci-Fi,1985,2.2,5,88760,19736.0
3402,Turtle Diary,Comedy|Drama|Romance,1985,4.0,2,90219,123047.0
3403,Raise the Titanic,Drama|Thriller,1980,4.0,1,81400,24575.0
3404,Titanic,Action|Drama,1953,3.58,6,46435,16535.0
3405,"Night to Remember, A",Action|Drama,1958,3.0,1,51994,10971.0
3406,Captain Horatio Hornblower R.N.,Action|Adventure|Drama|War,1951,3.0,3,43379,23928.0
3408,Erin Brockovich,Drama,2000,3.53,70,195685,462.0
3409,Final Destination,Drama|Thriller,2000,2.93,35,195714,9532.0
3410,Soft Fruit,Comedy|Drama,1999,4.0,1,180181,117259.0
3412,"Bear, The",Adventure|Children|Drama,1988,3.42,6,95800,2383.0
3414,Love Is a Many-Splendored Thing,Drama|Romance|War,1955,4.0,1,48316,53879.0
3415,"Mirror, The",Drama,1975,4.17,3,72443,1396.0
3417,"Crimson Pirate, The",Adventure|Comedy,1952,3.0,1,44517,11570.0
3418,Thelma & Louise,Adventure|Crime|Drama,1991,3.46,41,103074,1541.0
3420,...And Justice for All,Drama|Thriller,1979,3.17,3,78718,17443.0
3421,Animal House,Comedy,1978,3.69,62,77975,8469.0
3422,She's Gotta Have It,Comedy|Romance,1986,3.33,6,91939,27995.0
3423,School Daze,Drama,1988,2.17,3,96054,36739.0
3424,Do the Right Thing,Drama,1989,4.04,27,97216,925.0
3425,Mo' Better Blues,Drama|Musical,1990,3.4,5,100168,41823.0
3426,Jungle Fever,Drama|Romance,1991,3.07,7,102175,1713.0
3428,"Champ, The",Drama,1979,3.0,1,78950,30547.0
3429,Creature Comforts,Animation|Comedy,1989,4.25,12,99317,54825.0
3430,Death Wish,Action|Crime|Drama,1974,3.0,4,71402,13939.0
3431,Death Wish 2,Action|Drama,1982,1.67,3,82250,14373.0
3432,Death Wish 3,Action|Drama,1985,1.5,2,89003,24873.0
3433,Death Wish 4: The Crackdown,Action|Drama,1987,1.0,1,92857,26263.0
3434,Death Wish 5: The Face of Death,Action|Drama,1994,1.0,1,109578,34746.0
3435,Double Indemnity,Crime|Drama|Film-Noir,1944,4.32,17,36775,996.0
3436,Dying Young,Drama|Romance,1991,3.75,4,101787,9079.0
3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1990,3.0,25,100758,1498.0
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,1991,2.69,13,103060,1497.0
3440,Teenage Mutant Ninja Turtles III,Action|Adventure|Children|Comedy|Fantasy,1993,2.07,14,108308,1499.0
3441,Red Dawn,Action|Drama|War,1984,3.43,14,87985,1880.0
3442,Band of the Hand,Action|Crime|Drama,1986,1.0,1,90693,33762.0
3444,Bloodsport,Action,1988,2.94,9,92675,11690.0
3445,Eyes of Laura Mars,Mystery|Thriller,1978,3.5,4,77530,29143.0
3446,Funny Bones,Comedy|Drama,1995,2.75,2,113133,35292.0
3447,"Good Earth, The",Drama,1937,4.0,2,28944,36652.0
3448,"Good Morning, Vietnam",Comedy|Drama|War,1987,3.8,43,93105,801.0
3449,"Good Mother, The",Drama,1988,4.0,1,95238,104301.0
3450,Grumpy Old Men,Comedy,1993,3.29,29,107050,11520.0
3451,Guess Who's Coming to Dinner,Drama,1967,4.55,11,61735,1879.0
3452,Romeo Must Die,Action|Crime|Romance|Thriller,2000,3.08,18,165929,2085.0
3453,Here on Earth,Drama|Romance,2000,3.0,2,195778,13539.0
3454,Whatever It Takes,Comedy|Romance,2000,2.25,2,202402,16222.0
3455,Buddy Boy,Drama|Thriller,1999,2.5,1,146516,109479.0
3456,"Color of Paradise, The",Drama,1999,Not rated yet,0,191043,17078.0
3459,Gothic,Drama|Horror,1986,4.0,1,91142,33516.0
3461,Lord of the Flies,Adventure|Drama|Thriller,1963,3.04,13,57261,9960.0
3462,Modern Times,Comedy|Drama|Romance,1936,3.72,25,27977,3082.0
3466,Heart and Souls,Comedy|Fantasy,1993,3.0,8,107091,12187.0
3467,Hud,Drama|Western,1963,3.75,4,57163,24748.0
3468,"Hustler, The",Drama,1961,4.33,18,54997,990.0
3469,Inherit the Wind,Drama,1960,4.08,6,53946,1908.0
3470,Dersu Uzala,Adventure|Drama,1975,4.3,5,71411,9764.0
3471,Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,1977,3.74,60,75860,840.0
3473,Jonah Who Will Be 25 in the Year 2000,Comedy,1976,5.0,2,74718,42237.0
3474,Retroactive,Sci-Fi|Thriller,1997,4.0,1,117468,26689.0
3475,"Place in the Sun, A",Drama|Romance,1951,4.5,2,43924,25673.0
3476,Jacob's Ladder,Horror|Mystery,1990,3.56,26,99871,2291.0
3477,Empire Records,Comedy|Drama,1995,3.38,13,112950,13531.0
3478,"Bamba, La",Drama,1987,2.79,7,93378,16620.0
3479,Ladyhawke,Adventure|Fantasy|Romance,1985,3.33,18,89457,526.0
3480,Lucas,Drama|Romance,1986,3.33,3,91445,13346.0
3481,High Fidelity,Comedy|Drama|Romance,2000,3.67,75,146882,243.0
3483,"Road to El Dorado, The",Animation|Children,2000,3.12,13,138749,10501.0
3484,"Skulls, The",Thriller,2000,2.75,10,192614,11478.0
3489,Hook,Adventure|Comedy|Fantasy,1991,3.36,53,102057,879.0
3492,"Son of the Sheik, The",Adventure|Comedy|Romance,1926,4.0,1,17416,85689.0
3494,True Grit,Adventure|Drama|Western,1969,4.0,6,65126,17529.0
3496,Madame Sousatzka,Drama,1988,5.0,1,95564,118098.0
3497,Max Dugan Returns,Comedy,1983,2.5,4,85919,1793.0
3498,Midnight Express,Drama,1978,4.0,8,77928,11327.0
3499,Misery,Drama|Horror|Thriller,1990,3.84,44,100157,1700.0
3500,Mr. Saturday Night,Comedy|Drama,1992,3.0,4,104928,54087.0
3501,Murphy's Romance,Comedy|Romance,1985,2.3,5,89643,34322.0
3502,My Life,Drama,1993,3.5,3,107630,41659.0
3503,Solaris,Drama|Mystery|Sci-Fi,1972,4.09,11,69293,593.0
3504,Network,Comedy|Drama,1976,4.02,22,74958,10774.0
3505,No Way Out,Drama|Mystery|Thriller,1987,3.72,9,93640,10083.0
3506,North Dallas Forty,Comedy|Drama,1979,3.0,5,79640,29786.0
3507,"Odd Couple, The",Comedy,1968,4.07,15,63374,11356.0
3508,"Outlaw Josey Wales, The",Action|Adventure|Drama|Thriller|Western,1976,4.25,18,75029,10747.0
3510,Frequency,Drama|Thriller,2000,3.42,36,186151,10559.0
3511,Ready to Rumble,Comedy,2000,2.25,6,217756,20697.0
3512,Return to Me,Drama|Romance,2000,3.56,8,122459,2621.0
3513,Rules of Engagement,Drama|Thriller,2000,3.07,7,160797,10479.0
3514,Joe Gould's Secret,Drama,2000,3.0,1,172632,125709.0
3515,Me Myself I,Comedy|Romance,2000,3.61,9,183503,49721.0
3516,"Bell, Book and Candle",Comedy|Fantasy|Romance,1958,3.38,4,51406,2006.0
3519,Force 10 from Navarone,Action|Drama|War,1978,2.92,6,77572,17339.0
3521,Mystery Train,Comedy|Drama,1989,3.43,7,97940,11305.0
3524,Arthur,Comedy|Romance,1981,2.8,10,82031,13665.0
3525,Bachelor Party,Comedy,1984,2.9,5,86927,12309.0
3526,Parenthood,Comedy|Drama,1989,3.7,15,98067,1552.0
3527,Predator,Action|Sci-Fi|Thriller,1987,3.58,61,93773,106.0
3528,"Prince of Tides, The",Drama|Romance,1991,3.4,5,102713,10333.0
3529,"Postman Always Rings Twice, The",Crime|Thriller,1981,3.5,5,82934,11027.0
3531,All the Vermeers in New York,Comedy|Drama|Romance,1990,5.0,1,99014,123757.0
3534,28 Days,Drama,2000,3.3,25,191754,10468.0
3535,American Psycho,Crime|Horror|Mystery|Thriller,2000,3.79,59,144084,1359.0
3536,Keeping the Faith,Comedy|Drama|Romance,2000,3.45,21,171433,4967.0
3537,Where the Money Is,Comedy|Drama,2000,3.33,3,149367,31776.0
3538,East is East,Comedy,1999,3.2,5,166175,10557.0
3539,"Filth and the Fury, The",Documentary,2000,3.25,2,236216,27745.0
3543,Diner,Comedy|Drama,1982,3.75,14,83833,13776.0
3544,Shakes the Clown,Comedy,1992,2.33,3,102898,26291.0
3545,Cabaret,Drama|Musical,1972,3.0,5,68327,10784.0
3546,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1962,4.5,2,56687,10242.0
3548,Auntie Mame,Comedy|Drama,1958,3.7,5,51383,16347.0
3549,Guys and Dolls,Comedy|Musical|Romance,1955,3.94,8,48140,4825.0
3550,The Hunger,Horror,1983,3.67,6,85701,11654.0
3551,Marathon Man,Crime|Drama|Thriller,1976,3.46,13,74860,10518.0
3552,Caddyshack,Comedy,1980,3.83,52,80487,11977.0
3553,Gossip,Drama|Thriller,2000,2.4,5,176783,18041.0
3554,Love and Basketball,Drama|Romance,2000,3.0,3,199725,14736.0
3555,U-571,Action|Thriller|War,2000,3.42,33,141926,3536.0
3556,"Virgin Suicides, The",Drama|Romance,1999,3.77,26,159097,1443.0
3557,Jennifer 8,Mystery|Thriller,1992,2.9,5,104549,10424.0
3559,Limelight,Comedy|Drama|Romance,1952,3.67,3,44837,28971.0
3563,"Crow: Salvation, The",Action|Horror,2000,2.5,3,132910,9456.0
3564,"Flintstones in Viva Rock Vegas, The",Children|Comedy,2000,1.62,12,158622,889.0
3565,Where the Heart Is,Comedy|Drama,2000,3.5,7,198021,10564.0
3566,"Big Kahuna, The",Comedy|Drama,2000,2.88,8,189584,15723.0
3567,Bossa Nova,Comedy|Drama|Romance,2000,5.0,1,180837,19600.0
3568,Smiling Fish and Goat on Fire,Comedy|Romance,1999,4.0,1,162348,125537.0
3569,"Idiots, The",Comedy|Drama,1998,4.0,2,154421,452.0
3571,Time Code,Comedy|Drama,2000,3.0,2,220100,36234.0
3572,Carnosaur,Horror|Sci-Fi,1993,2.0,4,106521,39283.0
3573,Carnosaur 2,Horror|Sci-Fi,1995,1.5,2,112634,65460.0
3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,1996,1.0,1,115834,55667.0
3576,"Hidden, The",Action|Horror|Sci-Fi,1987,3.5,4,93185,12476.0
3577,Two Moon Junction,Drama|Romance,1988,2.0,2,96324,5241.0
3578,Gladiator,Action|Adventure|Drama,2000,3.94,170,172495,98.0
3580,Up at the Villa,Drama,2000,3.5,2,153464,47724.0
3581,Human Traffic,Comedy,1999,3.5,2,188674,11129.0
3584,Breathless,Action|Drama|Romance|Thriller,1983,2.0,4,85276,1058.0
3586,The Idolmaker,Drama|Romance,1980,4.0,1,80913,42159.0
3587,Inferno,Horror,1980,2.5,2,80923,16395.0
3590,"Lords of Flatbush, The",Comedy|Drama,1974,2.0,1,71772,38925.0
3591,Mr. Mom,Comedy|Drama,1983,2.73,15,85970,13105.0
3592,Time Masters,Animation|Sci-Fi,1982,4.5,1,84315,22501.0
3593,Battlefield Earth,Action|Sci-Fi,2000,1.66,19,185183,5491.0
3594,Center Stage,Drama|Musical,2000,3.25,6,210616,10560.0
3596,Screwed,Comedy,2000,1.0,1,156323,19419.0
3597,Whipped,Comedy,2000,2.0,2,174336,23531.0
3598,Hamlet,Crime|Drama|Romance|Thriller,2000,3.0,3,171359,10688.0
3599,Anchors Aweigh,Comedy|Musical,1945,3.2,5,37514,17889.0
3604,Gypsy,Musical,1962,0.5,1,56048,39391.0
3606,On the Town,Comedy|Musical|Romance,1949,3.75,4,41716,31516.0
3608,Pee-wee's Big Adventure,Adventure|Comedy,1985,2.94,25,89791,5683.0
3609,Regret to Inform,Documentary,1998,3.5,1,181786,113279.0
3614,Honeymoon in Vegas,Comedy|Romance,1992,2.94,8,104438,12518.0
3615,Dinosaur,Adventure|Animation|Children,2000,3.11,14,130623,10567.0
3616,Loser,Comedy|Romance,2000,3.3,10,217630,10642.0
3617,Road Trip,Comedy,2000,3.09,41,215129,9285.0
3618,Small Time Crooks,Comedy|Crime,2000,3.54,12,196216,10569.0
3619,"Hollywood Knights, The",Comedy,1980,2.0,1,80881,21879.0
3622,"Twelve Chairs, The",Comedy,1970,3.0,1,66495,24918.0
3623,Mission: Impossible II,Action|Adventure|Thriller,2000,2.71,77,120755,955.0
3624,Shanghai Noon,Action|Adventure|Comedy|Western,2000,3.15,43,184894,8584.0
3625,Better Living Through Circuitry,Documentary,1999,2.0,1,207998,47295.0
3626,8 ½ Women,Comedy,1999,3.33,3,154443,11332.0
3627,Carnival of Souls,Horror|Thriller,1962,3.88,4,55830,16093.0
3628,Flying Tigers,Action|Drama|Romance|War,1942,3.0,2,34742,29372.0
3629,"Gold Rush, The",Adventure|Comedy|Romance,1925,4.07,7,15864,962.0
3632,Monsieur Verdoux,Comedy|Crime,1947,4.0,5,39631,30588.0
3633,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,1969,3.26,17,64757,668.0
3634,Seven Days in May,Thriller,1964,4.0,1,58576,23518.0
3635,"Spy Who Loved Me, The",Action|Adventure|Thriller,1977,3.44,18,76752,691.0
3637,Vagabond,Drama,1985,5.0,1,89960,44018.0
3638,Moonraker,Action|Adventure|Sci-Fi|Thriller,1979,3.13,26,79574,698.0
3639,"Man with the Golden Gun, The",Action|Adventure|Thriller,1974,3.58,18,71807,682.0
3640,"King in New York, A",Comedy|Drama,1957,4.0,1,50598,28973.0
3641,"Woman of Paris, A",Drama,1923,4.0,2,14624,28974.0
3643,"Fighting Seabees, The",Action|Drama|War,1944,3.5,2,36824,22994.0
3646,Big Momma's House,Comedy,2000,2.18,17,208003,9600.0
3648,"Abominable Snowman, The",Horror|Sci-Fi,1957,4.0,1,50095,38006.0
3649,American Gigolo,Drama,1980,2.69,8,80365,2768.0
3652,City of the Living Dead,Horror,1980,3.0,1,81318,24920.0
3653,"Endless Summer, The",Documentary,1966,4.17,3,60371,21.0
3654,"Guns of Navarone, The",Action|Adventure|Drama|War,1961,3.77,13,54953,10911.0
3655,Blow-Out,Drama,1973,4.25,2,70130,10102.0
3658,Quatermass and the Pit,Horror|Sci-Fi,1967,3.0,1,62168,26912.0
3660,Puppet Master,Horror|Sci-Fi|Thriller,1989,2.0,2,98143,26953.0
3661,Puppet Master II,Horror|Sci-Fi|Thriller,1991,3.0,1,100438,26954.0
3662,Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,1991,3.0,2,102728,26956.0
3663,Puppet Master 4,Horror|Sci-Fi|Thriller,1993,2.0,1,107899,26957.0
3664,Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller,1994,2.0,1,110916,26958.0
3667,Rent-A-Cop,Action|Comedy|Crime,1988,1.0,1,95977,80287.0
3668,Romeo and Juliet,Drama|Romance,1968,3.67,15,63518,6003.0
3669,Stay Tuned,Comedy,1992,2.5,1,105466,23939.0
3671,Blazing Saddles,Comedy|Western,1974,3.94,62,71230,11072.0
3672,Benji,Adventure|Children,1974,3.8,5,71206,23069.0
3673,Benji the Hunted,Adventure|Children,1987,4.5,2,92638,21299.0
3674,For the Love of Benji,Adventure|Children|Comedy|Drama,1977,4.0,1,76044,38802.0
3675,White Christmas,Comedy|Musical|Romance,1954,4.19,8,47673,13368.0
3676,Eraserhead,Drama|Horror,1977,3.75,10,74486,985.0
3677,Baraka,Documentary,1992,4.12,4,103767,14002.0
3678,"Man with the Golden Arm, The",Drama,1955,5.0,1,48347,541.0
3679,"Decline of Western Civilization, The",Documentary|Musical,1981,3.75,2,82252,21137.0
3680,"Decline of Western Civilization Part II: The Metal Years, The",Documentary,1988,3.0,1,94980,36724.0
3681,For a Few Dollars More,Action|Drama|Thriller|Western,1965,4.15,33,59578,938.0
3682,Magnum Force,Action|Crime|Drama|Thriller,1973,3.7,5,70355,10648.0
3683,Blood Simple,Crime|Drama|Film-Noir,1984,4.0,19,86979,11368.0
3684,"Fabulous Baker Boys, The",Drama|Romance,1989,3.07,7,97322,10875.0
3685,Prizzi's Honor,Comedy|Drama|Romance,1985,3.78,9,89841,2075.0
3686,Flatliners,Horror|Sci-Fi|Thriller,1990,2.93,15,99582,1551.0
3687,Light Years,Adventure|Animation|Fantasy|Sci-Fi,1988,5.0,1,95525,22500.0
3688,Porky's,Comedy,1982,2.14,11,84522,10246.0
3689,Porky's II: The Next Day,Comedy,1983,1.75,4,86129,19698.0
3690,Porky's Revenge,Comedy,1985,2.0,5,89826,23919.0
3691,Private School,Comedy,1983,3.0,1,86143,18835.0
3692,Class of Nuke 'Em High,Comedy|Horror,1986,3.0,1,90849,26554.0
3693,"Toxic Avenger, The",Comedy|Horror,1985,2.12,8,90190,15239.0
3694,"Toxic Avenger, Part II, The",Comedy|Horror,1989,2.0,2,98503,28165.0
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",Comedy|Horror,1989,2.0,2,98502,28169.0
3696,Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller,1986,3.17,3,91630,15762.0
3697,Predator 2,Action|Sci-Fi|Thriller,1990,2.9,21,100403,169.0
3698,"Running Man, The",Action|Sci-Fi,1987,3.22,34,93894,865.0
3699,Starman,Adventure|Drama|Romance|Sci-Fi,1984,3.15,13,88172,9663.0
3700,"Brother from Another Planet, The",Drama|Sci-Fi,1984,2.5,1,87004,26889.0
3701,Alien Nation,Crime|Drama|Sci-Fi|Thriller,1988,3.12,13,94631,10128.0
3702,Mad Max,Action|Adventure|Sci-Fi,1979,3.49,38,79501,9659.0
3703,"Road Warrior, The",Action|Adventure|Sci-Fi|Thriller,1981,4.04,40,82694,8810.0
3704,Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,1985,3.27,24,89530,9355.0
3705,Bird on a Wire,Action|Comedy|Romance,1990,2.31,8,99141,1727.0
3706,Angel Heart,Film-Noir|Horror|Mystery|Thriller,1987,3.0,8,92563,635.0
3707,9 1/2 Weeks,Drama|Romance,1986,2.7,10,91635,10068.0
3708,Firestarter,Horror|Thriller,1984,3.05,10,87262,11495.0
3709,Sleepwalkers,Horror,1992,2.0,1,105428,11428.0
3710,Action Jackson,Action|Comedy|Crime|Thriller,1988,1.67,3,94612,10117.0
3711,Sarafina!,Drama,1992,4.0,1,105316,35936.0
3712,Soapdish,Comedy,1991,2.83,3,102951,25562.0
3713,"Long Walk Home, The",Drama,1990,4.0,1,100046,51763.0
3714,Clara's Heart,Drama,1988,2.5,1,94882,73079.0
3715,Burglar,Comedy|Crime,1987,2.75,2,92710,38921.0
3716,Fatal Beauty,Action|Comedy|Crime|Drama,1987,1.0,1,93011,35463.0
3717,Gone in 60 Seconds,Action|Crime,2000,3.22,61,187078,9679.0
3719,Love's Labour's Lost,Comedy|Romance,2000,3.0,2,182295,51333.0
3720,Sunshine,Drama,1999,4.0,1,145503,17771.0
3723,Hamlet,Drama,1990,3.8,5,99726,10264.0
3724,Coming Home,Drama|War,1978,3.3,5,77362,31657.0
3725,American Pop,Animation|Musical,1981,3.5,2,82009,29204.0
3726,Assault on Precinct 13,Action|Thriller,1976,3.6,5,74156,17814.0
3727,Near Dark,Horror|Western,1987,4.31,8,93605,11879.0
3728,One False Move,Crime|Drama|Film-Noir|Thriller,1992,3.75,4,102592,21128.0
3729,Shaft,Action|Crime|Drama|Thriller,1971,4.0,3,67741,482.0
3730,"Conversation, The",Drama|Mystery,1974,4.21,17,71360,592.0
3731,Cutter's Way,Drama|Thriller,1981,3.0,1,82220,31593.0
3732,"Fury, The",Horror,1978,3.0,4,77588,12611.0
3733,"Paper Chase, The",Drama,1973,3.83,3,70509,14328.0
3735,Serpico,Crime|Drama,1973,3.79,17,70666,9040.0
3736,Ace in the Hole,Drama,1951,3.0,1,43338,25364.0
3737,Lonely Are the Brave,Drama|Western,1962,4.0,1,56195,43002.0
3738,"Sugarland Express, The",Drama,1974,3.0,2,72226,5121.0
3739,Trouble in Paradise,Comedy|Romance,1932,3.5,1,23622,195.0
3740,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,1986,3.86,28,90728,6978.0
3741,Badlands,Crime|Drama|Thriller,1973,4.09,11,69762,3133.0
3742,Battleship Potemkin,Drama|War,1925,3.65,10,15648,643.0
3743,Boys and Girls,Comedy|Romance,2000,2.0,3,204175,10571.0
3744,Shaft,Action|Crime|Thriller,2000,2.66,19,162650,479.0
3745,Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,2000,3.41,29,120913,7450.0
3746,Butterfly,Drama,1999,4.0,2,188030,31023.0
3747,Jesus' Son,Drama,1999,3.5,2,186253,25636.0
3751,Chicken Run,Animation|Children|Comedy,2000,3.55,78,120630,7443.0
3752,"Me, Myself & Irene",Adventure|Comedy,2000,3.09,46,183505,2123.0
3753,"Patriot, The",Action|Drama|War,2000,3.45,68,187393,2024.0
3754,"Adventures of Rocky and Bullwinkle, The",Adventure|Animation|Children|Comedy|Fantasy,2000,2.22,9,131704,17711.0
