movieId,imdbId,title,genres
4921,164212,Under Suspicion (2000),Crime|Thriller
6202,192731,Urban Legends: Final Cut (2000),Horror
5204,206420,Woman on Top (2000),Comedy|Romance
3721,168629,Dancer in the Dark (2000),Drama|Musical
429,218839,Best in Show (2000),Comedy
6913,210567,Beautiful (2000),Comedy|Drama
6333,222850,"Broken Hearts Club, The (2000)",Drama
5328,210075,Girlfight (2000),Drama
739,210945,Remember the Titans (2000),Drama
2934,93177,Hellraiser (1987),Horror
2935,95294,Hellbound: Hellraiser II (1988),Horror
7267,104409,Hellraiser III: Hell on Earth (1992),Horror
9449,107209,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance
7085,57887,Bikini Beach (1964),Comedy
5329,88184,Stranger Than Paradise (1984),Comedy|Drama
6404,55608,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
5503,60397,Fantastic Voyage (1966),Adventure|Sci-Fi
6405,40068,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
6138,32234,"Bank Dick, The (1940)",Comedy
6406,46876,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi
5568,24184,"Invisible Man, The (1933)",Horror|Sci-Fi
7742,52969,"Killer Shrews, The (1959)",Horror|Sci-Fi
3050,88024,Runaway (1984),Sci-Fi|Thriller
6203,84695,"Slumber Party Massacre, The (1982)",Horror
8742,93996,Slumber Party Massacre II (1987),Horror
8743,100639,Slumber Party Massacre III (1990),Horror
8744,91990,Sorority House Massacre (1986),Horror
8745,100663,Sorority House Massacre II (1990),Horror
6608,215545,Bamboozled (2000),Comedy
9563,259974,Digimon: The Movie (2000),Adventure|Animation|Children
2612,208988,Get Carter (2000),Action|Drama|Thriller
5330,67128,Get Carter (1971),Action|Crime|Drama|Thriller
1796,212338,Meet the Parents (2000),Comedy
277,180093,Requiem for a Dream (2000),Drama
2207,170691,Tigerland (2000),Drama
7462,202641,Two Family House (2000),Drama
1020,208874,"Contender, The (2000)",Drama|Thriller
7463,205271,Dr. T and the Women (2000),Comedy|Romance
5331,213790,"Ladies Man, The (2000)",Comedy
6407,66832,Billy Jack (1971),Action|Drama
8746,75754,Billy Jack Goes to Washington (1977),Drama
2936,54387,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
9005,93091,Ghoulies II (1987),Comedy|Horror
5691,58708,"Unsinkable Molly Brown, The (1964)",Musical
5205,41094,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children
8211,38988,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir
8212,37638,Detour (1945),Crime|Film-Noir
430,249462,Billy Elliot (2000),Drama
2511,230030,Bedazzled (2000),Comedy
2714,223897,Pay It Forward (2000),Drama
6408,81376,"Private Eyes, The (1981)",Comedy|Mystery
1797,111512,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
7686,229260,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller
6409,192255,"Little Vampire, The (2000)",Adventure|Children
740,160127,Charlie's Angels (2000),Action|Comedy
3307,146984,"Legend of Bagger Vance, The (2000)",Drama|Romance
4492,185431,Little Nicky (2000),Comedy
2208,203019,Men of Honor (2000),Drama
3308,199753,Red Planet (2000),Action|Sci-Fi|Thriller
4922,203230,You Can Count on Me (2000),Drama|Romance
1872,66995,Diamonds Are Forever (1971),Action|Adventure|Thriller
4923,74452,"Eagle Has Landed, The (1976)",Drama|War
1798,216216,"6th Day, The (2000)",Action|Sci-Fi|Thriller
2613,186894,Bounce (2000),Drama|Romance
1799,170016,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
8083,230591,One Day in September (1999),Documentary
1800,213203,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
3741,211181,102 Dalmatians (2000),Children|Comedy
5332,213847,Malèna (2000),Drama|Romance|War
5333,180073,Quills (2000),Drama|Romance
741,217869,Unbreakable (2000),Drama|Sci-Fi
431,190332,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
2474,190374,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy
4924,228750,Proof of Life (2000),Drama
1801,190865,Vertical Limit (2000),Action|Adventure
6410,86993,"Bounty, The (1984)",Adventure|Drama
432,93748,"Planes, Trains & Automobiles (1987)",Comedy
4687,96094,She's Having a Baby (1988),Comedy
1873,93428,"Living Daylights, The (1987)",Action|Adventure|Thriller
230,92106,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
1189,94291,Wall Street (1987),Drama
2614,96969,Born on the Fourth of July (1989),Drama|War
6411,96219,Talk Radio (1988),Drama
6412,88850,Brewster's Millions (1985),Comedy
1021,208092,Snatch (2000),Comedy|Crime|Thriller
7464,95927,Punchline (1988),Comedy|Drama
433,241303,Chocolat (2000),Drama|Romance
3309,242423,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
1802,120917,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
2041,183659,Pollock (2000),Drama
742,207201,What Women Want (2000),Comedy|Romance
1803,181536,Finding Forrester (2000),Drama
434,219699,"Gift, The (2000)",Thriller
435,247196,Before Night Falls (2000),Drama
1042,162222,Cast Away (2000),Drama
3175,218967,"Family Man, The (2000)",Comedy|Drama|Romance
4467,200720,"House of Mirth, The (2000)",Romance
1804,212346,Miss Congeniality (2000),Comedy|Crime
436,190590,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
437,120202,State and Main (2000),Comedy|Drama
6204,219653,Dracula 2000 (2000),Horror
4925,149624,All the Pretty Horses (2000),Drama|Romance|Western
5334,218182,"Everlasting Piece, An (2000)",Comedy
438,146309,Thirteen Days (2000),Drama|Thriller|War
439,181865,Traffic (2000),Crime|Drama|Thriller
4926,218378,"Claim, The (2000)",Romance|Western
2042,189998,Shadow of the Vampire (2000),Drama|Horror
4868,93223,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
1805,83564,Annie (1982),Children|Musical
1874,101757,Don't Tell Mom the Babysitter's Dead (1991),Comedy
2615,84434,"Officer and a Gentleman, An (1982)",Drama|Romance
4927,53580,"Alamo, The (1960)",Action|Drama|War|Western
6413,90670,At Close Range (1986),Crime|Drama
8213,49233,Friendly Persuasion (1956),Drama
2209,107007,Gettysburg (1993),Drama|War
7743,56600,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi
5335,218817,Antitrust (2001),Crime|Drama|Thriller
7073,238948,Double Take (2001),Action|Comedy
1806,206275,Save the Last Dance (2001),Drama|Romance
5136,194218,Panic (2000),Drama
4928,237572,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
6334,102388,The Man in the Moon (1991),Drama|Romance
2616,95690,Mystic Pizza (1988),Comedy|Drama|Romance
4688,105165,Prelude to a Kiss (1992),Comedy|Drama|Romance
7268,69897,Coffy (1973),Action|Crime|Thriller
7269,71517,Foxy Brown (1974),Action|Crime|Drama
4869,95348,I'm Gonna Git You Sucka (1988),Action|Comedy
2617,108451,Untamed Heart (1993),Drama|Romance
3310,186589,Sugar & Spice (2001),Comedy
3311,209475,"Wedding Planner, The (2001)",Comedy|Romance
440,234805,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama
7418,216800,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
7074,92545,Amazing Grace and Chuck (1987),Drama
3236,92546,Amazon Women on the Moon (1987),Comedy|Sci-Fi
8214,92605,Baby Boom (1987),Comedy
7465,92608,Back to the Beach (1987),Comedy
4745,92618,Barfly (1987),Comedy|Drama|Romance
4689,92641,Best Seller (1987),Thriller
2618,92644,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
1875,86960,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
6920,92654,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller
7466,92690,Born in East L.A. (1987),Comedy
1807,92695,"Brave Little Toaster, The (1987)",Animation|Children
6360,92718,Can't Buy Me Love (1987),Comedy|Romance
4088,92746,Cherry 2000 (1987),Romance|Sci-Fi
7669,92783,Cop (1988),Thriller
2619,92948,Eddie Murphy Raw (1987),Comedy|Documentary
3551,92965,Empire of the Sun (1987),Action|Adventure|Drama|War
2691,92974,Ernest Goes to Camp (1987),Comedy
3139,83907,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
4089,93036,Flowers in the Attic (1987),Drama|Thriller
6414,93044,"Fourth Protocol, The (1987)",Thriller
8508,93073,Gardens of Stone (1987),Drama|War
8215,93093,"Glass Menagerie, The (1987)",Drama
7467,93186,Hiding Out (1987),Comedy
6335,93200,Hollywood Shuffle (1987),Comedy
6708,93209,Hope and Glory (1987),Drama
441,93260,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
7468,93278,Ishtar (1987),Comedy
3312,93300,Jaws: The Revenge (1987),Horror|Thriller
7469,93405,Leonard Part 6 (1987),Comedy|Sci-Fi
4156,93407,Less Than Zero (1987),Drama
6609,93418,"Like Father, Like Son (1987)",Comedy
3176,93437,"Lost Boys, The (1987)",Comedy|Horror|Thriller
8216,93467,Made in Heaven (1987),Fantasy|Romance
4690,93476,Maid to Order (1987),Comedy|Fantasy
843,93477,Making Mr. Right (1987),Comedy|Romance|Sci-Fi
2620,93493,Mannequin (1987),Comedy|Romance
5336,93507,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
8802,93560,"Monster Squad, The (1987)",Adventure|Comedy|Horror
7470,93589,My Demon Lover (1987),Comedy|Horror
7471,93638,No Man's Land (1987),Crime|Drama
3313,192111,Head Over Heels (2001),Comedy|Romance
5163,190524,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller
6205,242998,Valentine (2001),Horror|Mystery
442,118694,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
5337,120753,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance
7472,250478,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance
1022,212985,Hannibal (2001),Horror|Thriller
3237,239948,Saving Silverman (Evil Woman) (2001),Comedy|Romance
5338,190861,Vatel (2000),Drama
2621,231775,Down to Earth (2001),Comedy|Fantasy|Romance
1808,265632,Recess: School's Out (2001),Animation|Children
2622,230838,Sweet November (2001),Drama|Romance
7744,177650,Company Man (2000),Comedy
5339,249893,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance
3238,166276,Monkeybone (2001),Animation|Comedy|Fantasy
4468,233142,3000 Miles to Graceland (2001),Action|Thriller
5340,191636,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance
1809,236493,"Mexican, The (2001)",Action|Comedy
8217,182000,"Caveman's Valentine, The (2001)",Drama
443,251031,Series 7: The Contenders (2001),Action|Drama
4929,179626,15 Minutes (2001),Thriller
4845,192071,Get Over It (2001),Comedy|Romance
8218,236447,Long Night's Journey Into Day (2000),Documentary
5569,99073,Avalon (1990),Drama
7419,116447,Gray's Anatomy (1996),Comedy|Drama
5341,31742,Of Mice and Men (1939),Drama
6714,91836,Reform School Girls (1986),Action|Drama
6610,96223,Tapeheads (1988),Comedy
8219,39190,"Bishop's Wife, The (1947)",Comedy|Drama|Romance
4930,57251,Lilies of the Field (1963),Drama
8220,59245,"Greatest Story Ever Told, The (1965)",Drama
7687,53793,Elmer Gantry (1960),Drama
7270,60086,Alfie (1966),Comedy|Drama|Romance
5164,113026,"Fantasticks, The (1995)",Musical
6983,66740,"Abominable Dr. Phibes, The (1971)",Horror|Mystery
9006,79781,Real Life (1979),Comedy
7745,80421,Battle Beyond the Stars (1980),Sci-Fi
8925,101764,Double Impact (1991),Action
8626,68617,Fuzz (1972),Drama
3239,102005,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama
8221,85868,Losin' It (1983),Comedy
5085,100140,Mermaids (1990),Comedy|Drama|Romance
2623,100232,Navy Seals (1990),Action|Adventure|War
6715,91474,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
2210,100486,Reversal of Fortune (1990),Drama
7746,77413,Death on the Nile (1978),Crime|Mystery
4090,88000,Revenge of the Nerds (1984),Comedy
2937,93857,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy
6128,118540,4 Little Girls (1997),Documentary
8222,91860,River's Edge (1986),Crime|Drama
5763,89208,Girls Just Want to Have Fun (1985),Comedy
2496,71771,"Longest Yard, The (1974)",Comedy
7473,102517,Necessary Roughness (1991),Comedy
743,215750,Enemy at the Gates (2001),Drama|War
6206,242445,Exit Wounds (2001),Action|Thriller
4931,205873,"Dish, The (2001)",Comedy
444,209144,Memento (2000),Mystery|Thriller
4493,125022,Heartbreakers (2001),Comedy|Crime|Romance
5842,239949,Say It Isn't So (2001),Comedy|Romance
3240,244970,Someone Like You (2001),Comedy|Romance
1810,227538,Spy Kids (2001),Action|Adventure|Children|Comedy
5843,246989,Tomcats (2001),Comedy
4932,236784,"Tailor of Panama, The (2001)",Drama|Thriller
2101,245712,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
8084,206187,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
7380,247380,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary
2211,164334,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
445,221027,Blow (2001),Crime|Drama
9007,189192,Just Visiting (2001),Comedy|Fantasy
2938,266860,Pokémon 3: The Movie (2001),Animation|Children
7474,221889,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller
4933,268200,Brigham City (2001),Crime|Drama|Mystery
446,243155,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4494,245686,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
6207,236348,Josie and the Pussycats (2001),Comedy
2212,221073,Chopper (2000),Drama|Thriller
447,255094,"Circle, The (Dayereh) (2000)",Drama
4091,231402,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
2939,240515,Freddy Got Fingered (2001),Comedy
6732,240402,"Center of the World, The (2001)",Drama
4934,211492,"Luzhin Defence, The (2000)",Drama|Romance
448,199129,"Visit, The (2000)",Drama
1190,86250,Scarface (1983),Action|Crime|Drama
6921,55895,Days of Wine and Roses (1962),Drama
4935,132245,Driven (2001),Action|Thriller
2940,203755,One Night at McCool's (2001),Comedy
7420,141907,Town & Country (2001),Comedy
1811,209163,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
449,240913,Under the Sand (2000),Drama
5342,85811,Krull (1983),Action|Adventure|Fantasy|Sci-Fi
7244,89504,Lost in America (1985),Comedy
7271,25913,Triumph of the Will (Triumph des Willens) (1934),Documentary
2624,84917,"World According to Garp, The (1982)",Comedy|Drama|Romance
2764,64940,Fellini Satyricon (1969),Drama|Fantasy
8708,60429,Frankie and Johnny (1966),Comedy
6336,101912,Frankie and Johnny (1991),Comedy|Romance
7272,80539,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama
7475,101902,For the Boys (1991),Comedy|Drama|Musical
2941,80319,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime
8223,79638,Norma Rae (1979),Drama
2625,90098,Summer Rental (1985),Comedy
6922,45464,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical
8224,66011,Love Story (1970),Drama|Romance
6992,93713,Pelle the Conqueror (Pelle erobreren) (1987),Drama
7273,48021,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
1812,183790,"Knight's Tale, A (2001)",Action|Comedy|Romance
3742,212826,Bread and Roses (2000),Drama
4092,256408,Startup.com (2001),Documentary
5343,225071,Angel Eyes (2001),Romance|Thriller
744,126029,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
5344,206742,"Fast Food, Fast Women (2000)",Comedy|Romance
450,203009,Moulin Rouge (2001),Drama|Musical|Romance
745,213149,Pearl Harbor (2001),Action|Drama|Romance|War
7476,210727,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama
5345,206917,"Man Who Cried, The (2000)",Drama
4093,77716,Ice Castles (1978),Drama
2626,102343,Love Potion #9 (1992),Comedy|Romance
2627,101587,City Slickers (1991),Comedy|Western
2628,95082,Eight Men Out (1988),Drama
7245,52902,"Horse Soldiers, The (1959)",Adventure|War|Western
4274,54130,"Night, The (Notte, La) (1960)",Drama
3314,95647,Mississippi Burning (1988),Crime|Drama|Thriller
1191,54047,"Magnificent Seven, The (1960)",Adventure|Western
6003,53221,Rio Bravo (1959),Western
2629,94142,Throw Momma from the Train (1987),Comedy|Crime
6337,244316,Yi Yi (2000),Drama
4936,60934,"Sand Pebbles, The (1966)",Drama|Romance|War
5772,41996,Twelve O'Clock High (1949),Drama|War
4937,59885,Von Ryan's Express (1965),Action|Adventure|Drama|War
2942,255798,"Animal, The (2001)",Comedy
8950,212815,Big Eden (2000),Drama|Romance
2213,251075,Evolution (2001),Comedy|Sci-Fi
1813,244244,Swordfish (2001),Action|Crime|Drama
6338,254099,"Anniversary Party, The (2001)",Drama
451,234288,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
2630,65528,Catch-22 (1970),Comedy|War
5346,116344,Forgotten Silver (1996),Comedy|Documentary
2631,102685,Point Break (1991),Action|Crime|Thriller
7477,86508,Uncommon Valor (1983),Action|War
7033,105699,Unlawful Entry (1992),Crime|Thriller
7246,92272,Youngblood (1986),Action|Drama
3315,45810,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance
9450,45891,How to Marry a Millionaire (1953),Comedy|Drama|Romance
2632,48605,"Seven Year Itch, The (1955)",Comedy
2633,84805,Tootsie (1982),Comedy|Romance
1814,230011,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
1815,146316,Lara Croft: Tomb Raider (2001),Action|Adventure
4938,240462,Dr. Dolittle 2 (2001),Comedy
1816,232500,"Fast and the Furious, The (2001)",Action|Crime|Thriller
746,212720,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
6611,255819,Baby Boy (2001),Crime|Drama
3316,250224,Crazy/Beautiful (2001),Drama|Romance
5165,258038,Pootie Tang (2001),Comedy
8926,212517,Let It Snow (1999),Comedy|Romance
1817,203119,Sexy Beast (2000),Crime|Drama
3177,203632,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
452,243493,"Closet, The (Placard, Le) (2001)",Comedy
1192,228786,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
6339,246765,Lumumba (2000),Drama
3642,239395,Cats & Dogs (2001),Children|Comedy
3317,271027,Kiss of the Dragon (2001),Action
3318,257106,Scary Movie 2 (2001),Comedy
5347,245238,Lost and Delirious (2001),Drama
7274,249380,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller
7275,99012,Alice (1990),Comedy|Drama|Fantasy|Romance
7276,94663,Another Woman (1988),Drama
9008,58953,Beach Blanket Bingo (1965),Comedy|Musical
9451,52216,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime
2634,82136,"Cannonball Run, The (1981)",Action|Comedy
7747,87032,Cannonball Run II (1984),Action|Comedy
2765,58249,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama
7727,59124,Dr. Goldfoot and the Bikini Machine (1965),Comedy
6612,53925,"Fall of the House of Usher, The (House of Usher) (1960)",Horror
6993,16847,Faust (1926),Drama|Fantasy|Horror
5155,56217,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
5348,91886,Salvador (1986),Drama|Thriller|War
7277,93940,September (1987),Drama
7278,105378,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller
8509,91983,Something Wild (1986),Comedy|Crime|Drama
6415,69372,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi
6984,47811,All That Heaven Allows (1955),Drama|Romance
9402,46754,"Barefoot Contessa, The (1954)",Drama
6994,69467,Cries and Whispers (Viskningar och rop) (1972),Drama
8986,65777,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
7279,48261,Kiss Me Deadly (1955),Film-Noir
3552,63227,"Lion in Winter, The (1968)",Drama
9403,55184,"Misfits, The (1961)",Comedy|Drama|Romance|Western
7280,49513,Moby Dick (1956),Drama
6692,51036,Sweet Smell of Success (1957),Drama|Film-Noir
8225,49966,Written on the Wind (1956),Drama
7095,59095,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller
9404,74991,Obsession (1976),Mystery|Thriller
2943,76786,Suspiria (1977),Horror
4094,68767,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller
5349,82176,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama
5148,67824,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller
7281,77594,Game of Death (1978),Action
2635,89461,"Last Dragon, The (1985)",Action|Comedy|Drama
6416,82869,Outland (1981),Action|Sci-Fi|Thriller
7127,68935,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime
8706,163862,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX
1818,173840,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
867,250494,Legally Blonde (2001),Comedy|Romance
3178,227445,"Score, The (2001)",Action|Drama
1819,262210,Adanggaman (2000),Drama
5137,242193,Bully (2001),Crime|Drama|Thriller
7478,273300,Jump Tomorrow (2001),Comedy|Drama|Romance
5350,227005,Made (2001),Comedy
7713,245280,Michael Jordan to the Max (2000),Documentary|IMAX
8491,188913,More (1998),Animation|Drama|Sci-Fi|IMAX
7479,109049,Africa: The Serengeti (1994),Documentary|IMAX
6417,130445,Alaska: Spirit of the Wild (1997),Documentary|IMAX
7480,94593,18 Again! (1988),Comedy|Fantasy
7481,94594,1969 (1988),Drama|War
2944,94606,"Accidental Tourist, The (1988)",Comedy|Drama|Romance
3241,94608,"Accused, The (1988)",Drama
2636,94602,Above the Law (1988),Action|Crime|Drama
4870,96764,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
6035,94675,Ariel (1988),Drama
6923,94678,Arthur 2: On the Rocks (1988),Comedy|Romance
6418,94712,Bat*21 (1988),Drama|War
2715,94715,Beaches (1988),Comedy|Drama|Musical
7482,94716,"Beast of War, The (Beast, The) (1988)",Drama|War
4227,94739,Big Business (1988),Comedy
2637,94744,Big Top Pee-Wee (1988),Adventure|Children|Comedy
7483,94746,Biloxi Blues (1988),Comedy|Drama
6139,94761,"Blob, The (1988)",Horror|Sci-Fi
2638,94799,"Bright Lights, Big City (1988)",Drama
6700,94824,Caddyshack II (1988),Comedy
8226,94828,Camille Claudel (1988),Drama
2639,94889,Cocktail (1988),Drama|Romance
7484,94894,Colors (1988),Action|Crime|Drama
1876,94898,Coming to America (1988),Comedy|Romance
9009,94910,"Couch Trip, The (1988)",Comedy
6419,90887,Critters (1986),Comedy|Sci-Fi
8227,94921,Crossing Delancey (1988),Comedy|Romance
2945,94933,D.O.A. (1988),Film-Noir|Mystery|Thriller
9564,94961,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi
6004,94963,"Dead Pool, The (1988)",Action|Crime|Thriller
3242,95031,Dirty Rotten Scoundrels (1988),Comedy
6924,92929,Drowning by Numbers (1988),Comedy|Drama
2692,95107,Ernest Saves Christmas (1988),Children|Comedy
9010,95145,Feds (1988),Comedy
7075,95169,For Keeps (1988),Drama|Romance
6420,95174,Frantic (1988),Crime|Mystery|Thriller
2946,95243,Gorillas in the Mist (1988),Drama
2640,95253,"Great Outdoors, The (1988)",Comedy
9011,95304,High Spirits (1988),Comedy
2641,95409,Johnny Be Good (1988),Comedy
7076,95484,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller
278,95488,The Lair of the White Worm (1988),Comedy|Horror
1820,95489,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy
6613,95519,License to Drive (1988),Comedy
8228,95532,Little Nikita (1988),Drama
6421,95599,Masquerade (1988),Mystery|Romance|Thriller
6925,95638,Milagro Beanfield War (1988),Comedy|Drama|Fantasy
7485,95654,Moon Over Parador (1988),Comedy
7748,95687,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi
7282,95736,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance
6148,95801,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama
6036,95963,Red Heat (1988),Action
6208,89907,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi
4939,95993,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western
4940,84296,"Man from Snowy River, The (1982)",Drama|Romance|Western
3243,96018,Running on Empty (1988),Drama
2642,96071,"Serpent and the Rainbow, The (1988)",Horror
5844,96101,Short Circuit 2 (1988),Comedy|Sci-Fi
1877,91949,Short Circuit (1986),Comedy|Sci-Fi
3553,96163,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller
7283,96251,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller
4871,96256,They Live (1988),Action|Sci-Fi|Thriller
8492,96316,Tucker: The Man and His Dream (1988),Drama
844,96320,Twins (1988),Comedy
7381,96454,Without a Clue (1988),Comedy|Mystery
7284,96486,Young Einstein (1988),Comedy
2643,96794,Always (1989),Drama|Fantasy|Romance
2644,88708,American Ninja (1985),Action|Adventure
9012,96913,Best of the Best (1989),Action
1145,96928,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
3244,96933,Black Rain (1989),Action|Crime|Drama
7486,96943,Blaze (1989),Comedy|Drama
9013,96945,Blind Fury (1989),Action|Thriller
2645,97027,Casualties of War (1989),Drama|War
8229,97044,Chances Are (1989),Comedy|Romance
7210,97138,Cyborg (1989),Action|Sci-Fi
3245,97142,Dad (1989),Drama
7487,97211,Disorganized Crime (1989),Action|Comedy
6614,97236,Dream a Little Dream (1989),Comedy|Drama|Romance
3246,97235,"Dream Team, The (1989)",Comedy
4095,97257,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi
8230,85475,Eddie and the Cruisers (1983),Drama|Musical|Mystery
2947,97289,Erik the Viking (1989),Adventure|Comedy|Fantasy
9014,97328,Family Business (1989),Comedy
9015,97334,Farewell to the King (1989),Action|War
7488,97336,Fat Man and Little Boy (1989),Drama
9016,97438,Gleaming the Cube (1989),Action|Drama|Mystery
4096,97457,Great Balls of Fire! (1989),Drama
7489,97458,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama
6615,97481,Harlem Nights (1989),Comedy|Crime|Romance
9017,97500,Her Alibi (1989),Comedy|Romance
5773,97531,How to Get Ahead in Advertising (1989),Comedy|Fantasy
5581,97579,"Innocent Man, An (1989)",Crime|Drama
7490,97613,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller
3247,97626,Johnny Handsome (1989),Crime|Drama
6733,97635,Jesus of Montreal (Jésus de Montréal) (1989),Drama
4872,97637,K-9 (1989),Action|Comedy|Crime
7285,97659,Kickboxer (1989),Action
9452,97714,Last Exit to Brooklyn (1989),Drama
3248,97722,Lean on Me (1989),Drama
7491,97731,Let It Ride (1989),Comedy
6616,97758,Little Monsters (1989),Comedy
1878,97778,Look Who's Talking (1989),Comedy|Romance
7034,97790,Loverboy (1989),Comedy
2646,97815,Major League (1989),Comedy
4097,97858,Meet the Feebles (1989),Animation|Comedy|Musical
5633,97883,Millennium (1989),Drama|Sci-Fi|Thriller
2214,97889,Miracle Mile (1989),Drama|Romance|Sci-Fi
5351,97965,New York Stories (1989),Comedy|Drama
2647,97967,Next of Kin (1989),Action|Crime|Thriller
7749,97987,No Holds Barred (1989),Action
